local_gov,type,county,fy_year,fy_total
Keene,Twp,Adams,2005,71308.64
Keene,Twp,Adams,2006,71930.62000000001
Keene,Twp,Adams,2007,72647.1
Keene,Twp,Adams,2008,70333.2
Keene,Twp,Adams,2009,65602.15000000001
Keene,Twp,Adams,2010,64548.06
Keene,Twp,Adams,2011,64629.92
Keene,Twp,Adams,2012,63593.619999999995
Keene,Twp,Adams,2013,61970.2
Keene,Twp,Adams,2014,64111.28999999999
Keene,Twp,Adams,2015,60684.5
Keene,Twp,Adams,2016,66276.56
Keene,Twp,Adams,2017,66139.5
Keene,Twp,Adams,2018,66161.03
Keene,Twp,Adams,2019,65310.380000000005
Keene,Twp,Adams,2020,97861.39
Keene,Twp,Adams,2021,97497.73999999999
Keenes,Muni,Wayne,2005,2861.2799999999997
Keenes,Muni,Wayne,2006,2867.34
Keenes,Muni,Wayne,2007,2866.19
Keenes,Muni,Wayne,2008,2750.1
Keenes,Muni,Wayne,2009,2543.19
Keenes,Muni,Wayne,2010,2488.94
Keenes,Muni,Wayne,2011,2487.34
Keenes,Muni,Wayne,2012,2055.34
Keenes,Muni,Wayne,2013,2001.6899999999998
Keenes,Muni,Wayne,2014,2069.57
Keenes,Muni,Wayne,2015,1956.58
Keenes,Muni,Wayne,2016,2130.06
Keenes,Muni,Wayne,2017,2128.42
Keenes,Muni,Wayne,2018,2123.9100000000003
Keenes,Muni,Wayne,2019,2093.55
Keenes,Muni,Wayne,2020,3136.46
Keenes,Muni,Wayne,2021,3126.09
Keensburg,Muni,Wabash,2005,7283.320000000001
Keensburg,Muni,Wabash,2006,7298.6500000000005
Keensburg,Muni,Wabash,2007,7295.74
Keensburg,Muni,Wabash,2008,7000.17
Keensburg,Muni,Wabash,2009,6473.610000000001
Keensburg,Muni,Wabash,2010,6335.57
Keensburg,Muni,Wabash,2011,6331.42
Keensburg,Muni,Wabash,2012,5200.26
Keensburg,Muni,Wabash,2013,5064.49
Keensburg,Muni,Wabash,2014,5236.25
Keensburg,Muni,Wabash,2015,4950.4
Keensburg,Muni,Wabash,2016,5389.3
Keensburg,Muni,Wabash,2017,5385.18
Keensburg,Muni,Wabash,2018,5373.76
Keensburg,Muni,Wabash,2019,5296.9
Keensburg,Muni,Wabash,2020,7935.55
Keensburg,Muni,Wabash,2021,7909.39
Keith,Twp,Wayne,2005,96315.73
Keith,Twp,Wayne,2006,97374.64
Keith,Twp,Wayne,2007,98200.1
Keith,Twp,Wayne,2008,94734.6
Keith,Twp,Wayne,2009,88373.51
Keith,Twp,Wayne,2010,86906.01
Keith,Twp,Wayne,2011,86918.61
Keith,Twp,Wayne,2012,84445.2
Keith,Twp,Wayne,2013,82285.67000000001
Keith,Twp,Wayne,2014,85128.69
Keith,Twp,Wayne,2015,80578.86
Keith,Twp,Wayne,2016,87926.5
Keith,Twp,Wayne,2017,87737.93
Keith,Twp,Wayne,2018,87705.03
Keith,Twp,Wayne,2019,86179.4
Keith,Twp,Wayne,2020,129120.38
Keith,Twp,Wayne,2021,128640.43
Keithsburg,Twp,Mercer,2005,27733.87
Keithsburg,Twp,Mercer,2006,27974.84
Keithsburg,Twp,Mercer,2007,28252.08
Keithsburg,Twp,Mercer,2008,27349.95
Keithsburg,Twp,Mercer,2009,25513.52
Keithsburg,Twp,Mercer,2010,25089.85
Keithsburg,Twp,Mercer,2011,25085.73
Keithsburg,Twp,Mercer,2012,24248.08
Keithsburg,Twp,Mercer,2013,23629.06
Keithsburg,Twp,Mercer,2014,24445.440000000002
Keithsburg,Twp,Mercer,2015,23138.920000000002
Keithsburg,Twp,Mercer,2016,25248.93
Keithsburg,Twp,Mercer,2017,25194.77
Keithsburg,Twp,Mercer,2018,25226.07
Keithsburg,Twp,Mercer,2019,24909.68
Keithsburg,Twp,Mercer,2020,37321.51
Keithsburg,Twp,Mercer,2021,37182.9
Keithsburg,Muni,Mercer,2005,20636.1
Keithsburg,Muni,Mercer,2006,20679.49
Keithsburg,Muni,Mercer,2007,20671.24
Keithsburg,Muni,Mercer,2008,19833.8
Keithsburg,Muni,Mercer,2009,18341.82
Keithsburg,Muni,Mercer,2010,17950.7
Keithsburg,Muni,Mercer,2011,17939.07
Keithsburg,Muni,Mercer,2012,15080.740000000002
Keithsburg,Muni,Mercer,2013,14687.03
Keithsburg,Muni,Mercer,2014,15185.11
Keithsburg,Muni,Mercer,2015,14356.130000000001
Keithsburg,Muni,Mercer,2016,15628.97
Keithsburg,Muni,Mercer,2017,15617
Keithsburg,Muni,Mercer,2018,15583.83
Keithsburg,Muni,Mercer,2019,15361.02
Keithsburg,Muni,Mercer,2020,23013.07
Keithsburg,Muni,Mercer,2021,22937.280000000002
Kell,Muni,Marion,2005,6676.4
Kell,Muni,Marion,2006,6690.41
Kell,Muni,Marion,2007,6687.74
Kell,Muni,Marion,2008,6416.820000000001
Kell,Muni,Marion,2009,5934.110000000001
Kell,Muni,Marion,2010,5807.56
Kell,Muni,Marion,2011,5803.84
Kell,Muni,Marion,2012,5423.110000000001
Kell,Muni,Marion,2013,5281.56
Kell,Muni,Marion,2014,5460.64
Kell,Muni,Marion,2015,5162.55
Kell,Muni,Marion,2016,5620.2699999999995
Kell,Muni,Marion,2017,5615.96
Kell,Muni,Marion,2018,5604.05
Kell,Muni,Marion,2019,5523.92
Kell,Muni,Marion,2020,8275.640000000001
Kell,Muni,Marion,2021,8248.39
Kelly,Twp,Warren,2005,71654.14
Kelly,Twp,Warren,2006,72271.9
Kelly,Twp,Warren,2007,72988.14
Kelly,Twp,Warren,2008,70657.62000000001
Kelly,Twp,Warren,2009,65913.20999999999
Kelly,Twp,Warren,2010,64818.689999999995
Kelly,Twp,Warren,2011,64828.07
Kelly,Twp,Warren,2012,62914.659999999996
Kelly,Twp,Warren,2013,61308.53
Kelly,Twp,Warren,2014,63426.78
Kelly,Twp,Warren,2015,60036.840000000004
Kelly,Twp,Warren,2016,65511.42
Kelly,Twp,Warren,2017,65370.92
Kelly,Twp,Warren,2018,65452.159999999996
Kelly,Twp,Warren,2019,64631.159999999996
Kelly,Twp,Warren,2020,96835.23999999999
Kelly,Twp,Warren,2021,96475.28
Kempton,Muni,Ford,2005,6792.01
Kempton,Muni,Ford,2006,6806.26
Kempton,Muni,Ford,2007,6803.56
Kempton,Muni,Ford,2008,6527.94
Kempton,Muni,Ford,2009,6036.89
Kempton,Muni,Ford,2010,5908.120000000001
Kempton,Muni,Ford,2011,5904.34
Kempton,Muni,Ford,2012,5720.26
Kempton,Muni,Ford,2013,5570.94
Kempton,Muni,Ford,2014,5759.860000000001
Kempton,Muni,Ford,2015,5445.429999999999
Kempton,Muni,Ford,2016,5928.21
Kempton,Muni,Ford,2017,5923.71
Kempton,Muni,Ford,2018,5911.120000000001
Kempton,Muni,Ford,2019,5826.59
Kempton,Muni,Ford,2020,8729.09
Kempton,Muni,Ford,2021,8700.359999999999
Kendall,County,Kendall,2005,1034437.23
Kendall,County,Kendall,2006,1110726.21
Kendall,County,Kendall,2007,1225382.6800000002
Kendall,County,Kendall,2008,1301814.53
Kendall,County,Kendall,2009,1381674.76
Kendall,County,Kendall,2010,1756811.2
Kendall,County,Kendall,2011,1921391.98
Kendall,County,Kendall,2012,1699552.23
Kendall,County,Kendall,2013,1578334
Kendall,County,Kendall,2014,1453134.87
Kendall,County,Kendall,2015,1354049.46
Kendall,County,Kendall,2016,1485048.82
Kendall,County,Kendall,2017,1523450.58
Kendall,County,Kendall,2018,1529350.76
Kendall,County,Kendall,2019,1535343.6800000002
Kendall,County,Kendall,2020,2304797.7
Kendall,County,Kendall,2021,2371908.63
Kendall,Twp,Kendall,2005,70279.75
Kendall,Twp,Kendall,2006,74805.26
Kendall,Twp,Kendall,2007,77954.31
Kendall,Twp,Kendall,2008,75152.7
Kendall,Twp,Kendall,2009,68441.43999999999
Kendall,Twp,Kendall,2010,66480.02
Kendall,Twp,Kendall,2011,65386.17
Kendall,Twp,Kendall,2012,63347.86
Kendall,Twp,Kendall,2013,61731.04
Kendall,Twp,Kendall,2014,63798.07
Kendall,Twp,Kendall,2015,60367.53
Kendall,Twp,Kendall,2016,65872.02
Kendall,Twp,Kendall,2017,65730.66
Kendall,Twp,Kendall,2018,65812.35
Kendall,Twp,Kendall,2019,64986.880000000005
Kendall,Twp,Kendall,2020,97368.18000000001
Kendall,Twp,Kendall,2021,97006.23
Kenilworth,Muni,Cook,2005,72081.85
Kenilworth,Muni,Cook,2006,72233.31
Kenilworth,Muni,Cook,2007,72204.59
Kenilworth,Muni,Cook,2008,69279.38
Kenilworth,Muni,Cook,2009,64067.97
Kenilworth,Muni,Cook,2010,62701.64
Kenilworth,Muni,Cook,2011,62661.15
Kenilworth,Muni,Cook,2012,62229.689999999995
Kenilworth,Muni,Cook,2013,60605.119999999995
Kenilworth,Muni,Cook,2014,62660.4
Kenilworth,Muni,Cook,2015,59239.68
Kenilworth,Muni,Cook,2016,64491.92
Kenilworth,Muni,Cook,2017,64442.59
Kenilworth,Muni,Cook,2018,64305.719999999994
Kenilworth,Muni,Cook,2019,63386.25
Kenilworth,Muni,Cook,2020,94962.07
Kenilworth,Muni,Cook,2021,94649.26
Kenney,Muni,DeWitt,2005,10809.38
Kenney,Muni,DeWitt,2006,10832.11
Kenney,Muni,DeWitt,2007,10827.8
Kenney,Muni,DeWitt,2008,10389.15
Kenney,Muni,DeWitt,2009,9607.66
Kenney,Muni,DeWitt,2010,9402.730000000001
Kenney,Muni,DeWitt,2011,9396.68
Kenney,Muni,DeWitt,2012,8072.78
Kenney,Muni,DeWitt,2013,7862.03
Kenney,Muni,DeWitt,2014,8128.64
Kenney,Muni,DeWitt,2015,7684.89
Kenney,Muni,DeWitt,2016,8366.26
Kenney,Muni,DeWitt,2017,8359.849999999999
Kenney,Muni,DeWitt,2018,8342.1
Kenney,Muni,DeWitt,2019,8222.81
Kenney,Muni,DeWitt,2020,12318.98
Kenney,Muni,DeWitt,2021,12278.43
Kent,Twp,Stephenson,2005,68202.28
Kent,Twp,Stephenson,2006,68793.67000000001
Kent,Twp,Stephenson,2007,69476.62000000001
Kent,Twp,Stephenson,2008,67251.27
Kent,Twp,Stephenson,2009,62567.82
Kent,Twp,Stephenson,2010,61195.55
Kent,Twp,Stephenson,2011,61696.219999999994
Kent,Twp,Stephenson,2012,59875.21
Kent,Twp,Stephenson,2013,58349.119999999995
Kent,Twp,Stephenson,2014,60367.65
Kent,Twp,Stephenson,2015,57141.7
Kent,Twp,Stephenson,2016,62352.450000000004
Kent,Twp,Stephenson,2017,62212.33
Kent,Twp,Stephenson,2018,62252.68
Kent,Twp,Stephenson,2019,61471.82
Kent,Twp,Stephenson,2020,92101.68000000001
Kent,Twp,Stephenson,2021,91759.33
Kerr,Twp,Champaign,2005,36174.78999999999
Kerr,Twp,Champaign,2006,36495.159999999996
Kerr,Twp,Champaign,2007,36847.13
Kerr,Twp,Champaign,2008,35668.28
Kerr,Twp,Champaign,2009,33275.44
Kerr,Twp,Champaign,2010,32721.74
Kerr,Twp,Champaign,2011,32725.37
Kerr,Twp,Champaign,2012,31765.480000000003
Kerr,Twp,Champaign,2013,30954.58
Kerr,Twp,Champaign,2014,32004.95
Kerr,Twp,Champaign,2015,30285.21
Kerr,Twp,Champaign,2016,33046.52
Kerr,Twp,Champaign,2017,32975.619999999995
Kerr,Twp,Champaign,2018,33016.850000000006
Kerr,Twp,Champaign,2019,32602.77
Kerr,Twp,Champaign,2020,48847.729999999996
Kerr,Twp,Champaign,2021,48666.219999999994
Kerton,Twp,Fulton,2005,27990.25
Kerton,Twp,Fulton,2006,28233.480000000003
Kerton,Twp,Fulton,2007,28513.27
Kerton,Twp,Fulton,2008,27602.829999999998
Kerton,Twp,Fulton,2009,25749.41
Kerton,Twp,Fulton,2010,25321.8
Kerton,Twp,Fulton,2011,25324.5
Kerton,Twp,Fulton,2012,24752.829999999998
Kerton,Twp,Fulton,2013,24125.64
Kerton,Twp,Fulton,2014,23468.4
Kerton,Twp,Fulton,2015,22086
Kerton,Twp,Fulton,2016,24099.980000000003
Kerton,Twp,Fulton,2017,24048.1
Kerton,Twp,Fulton,2018,24077.91
Kerton,Twp,Fulton,2019,23775.87
Kerton,Twp,Fulton,2020,35622.840000000004
Kerton,Twp,Fulton,2021,35490.43
Kewanee,Twp,Henry,2005,72076.73999999999
Kewanee,Twp,Henry,2006,72679.54
Kewanee,Twp,Henry,2007,73686.84
Kewanee,Twp,Henry,2008,72287.08
Kewanee,Twp,Henry,2009,67433.29
Kewanee,Twp,Henry,2010,66313.52
Kewanee,Twp,Henry,2011,66323.12000000001
Kewanee,Twp,Henry,2012,64370.09
Kewanee,Twp,Henry,2013,62727.01
Kewanee,Twp,Henry,2014,64894.54
Kewanee,Twp,Henry,2015,61426.17
Kewanee,Twp,Henry,2016,67027.45999999999
Kewanee,Twp,Henry,2017,66869.58
Kewanee,Twp,Henry,2018,66876.54
Kewanee,Twp,Henry,2019,66037.68000000001
Kewanee,Twp,Henry,2020,98942.35
Kewanee,Twp,Henry,2021,98574.4
Kewanee,Muni,Henry,2005,374108.72000000003
Kewanee,Muni,Henry,2006,374895.02
Kewanee,Muni,Henry,2007,374745.74
Kewanee,Muni,Henry,2008,359564.06
Kewanee,Muni,Henry,2009,332516.51
Kewanee,Muni,Henry,2010,325424.97000000003
Kewanee,Muni,Henry,2011,325214.91000000003
Kewanee,Muni,Henry,2012,319840.26
Kewanee,Muni,Henry,2013,311490.45
Kewanee,Muni,Henry,2014,322053.94
Kewanee,Muni,Henry,2015,304472.63999999996
Kewanee,Muni,Henry,2016,331467.56
Kewanee,Muni,Henry,2017,331213.91000000003
Kewanee,Muni,Henry,2018,330510.43000000005
Kewanee,Muni,Henry,2019,325784.68
Kewanee,Muni,Henry,2020,488073.96
Kewanee,Muni,Henry,2021,486466.38
Keyesport,Muni,Clinton,2013,10153.1
Keyesport,Muni,Clinton,2014,10497.42
Keyesport,Muni,Clinton,2015,9924.359999999999
Keyesport,Muni,Clinton,2016,10804.26
Keyesport,Muni,Clinton,2017,10795.98
Keyesport,Muni,Clinton,2018,10773.06
Keyesport,Muni,Clinton,2019,10619.03
Keyesport,Muni,Clinton,2020,15908.859999999999
Keyesport,Muni,Clinton,2021,15856.49
Keysport,Muni,Clinton,2005,13901.92
Keysport,Muni,Clinton,2006,13931.11
Keysport,Muni,Clinton,2007,13925.58
Keysport,Muni,Clinton,2008,13361.43
Keysport,Muni,Clinton,2009,12356.33
Keysport,Muni,Clinton,2010,12092.83
Keysport,Muni,Clinton,2011,12085.01
Keysport,Muni,Clinton,2012,10425.28
Kickapoo,Twp,Peoria,2005,45553.63
Kickapoo,Twp,Peoria,2006,45778.33
Kickapoo,Twp,Peoria,2007,46143.59
Kickapoo,Twp,Peoria,2008,44614.08
Kickapoo,Twp,Peoria,2009,41948.52
Kickapoo,Twp,Peoria,2010,41391.189999999995
Kickapoo,Twp,Peoria,2011,41397.159999999996
Kickapoo,Twp,Peoria,2012,40173.08
Kickapoo,Twp,Peoria,2013,39137.659999999996
Kickapoo,Twp,Peoria,2014,40750.51
Kickapoo,Twp,Peoria,2015,38653.89
Kickapoo,Twp,Peoria,2016,42171.2
Kickapoo,Twp,Peoria,2017,42079.67
Kickapoo,Twp,Peoria,2018,42131.689999999995
Kickapoo,Twp,Peoria,2019,41603.219999999994
Kickapoo,Twp,Peoria,2020,62333.05
Kickapoo,Twp,Peoria,2021,62101.36
Kilbourne,Twp,Mason,2005,55083.17
Kilbourne,Twp,Mason,2006,56247.33
Kilbourne,Twp,Mason,2007,57505.37
Kilbourne,Twp,Mason,2008,55669.21
Kilbourne,Twp,Mason,2009,51931.229999999996
Kilbourne,Twp,Mason,2010,51043.5
Kilbourne,Twp,Mason,2011,50754.07
Kilbourne,Twp,Mason,2012,49256.119999999995
Kilbourne,Twp,Mason,2013,47998.65
Kilbourne,Twp,Mason,2014,49555.8
Kilbourne,Twp,Mason,2015,46764.32
Kilbourne,Twp,Mason,2016,51028.64
Kilbourne,Twp,Mason,2017,50928.2
Kilbourne,Twp,Mason,2018,51112.59
Kilbourne,Twp,Mason,2019,50471.48
Kilbourne,Twp,Mason,2020,75620.1
Kilbourne,Twp,Mason,2021,75339.02
Kilbourne,Muni,Mason,2005,10838.28
Kilbourne,Muni,Mason,2006,10861.07
Kilbourne,Muni,Mason,2007,10856.730000000001
Kilbourne,Muni,Mason,2008,10416.92
Kilbourne,Muni,Mason,2009,9633.34
Kilbourne,Muni,Mason,2010,9427.869999999999
Kilbourne,Muni,Mason,2011,9421.77
Kilbourne,Muni,Mason,2012,7478.46
Kilbourne,Muni,Mason,2013,7283.22
Kilbourne,Muni,Mason,2014,7530.21
Kilbourne,Muni,Mason,2015,7119.14
Kilbourne,Muni,Mason,2016,7750.320000000001
Kilbourne,Muni,Mason,2017,7744.39
Kilbourne,Muni,Mason,2018,7727.929999999999
Kilbourne,Muni,Mason,2019,7617.44
Kilbourne,Muni,Mason,2020,11412.09
Kilbourne,Muni,Mason,2021,11374.48
Kildeer,Muni,Lake,2005,100001.23999999999
Kildeer,Muni,Lake,2006,100211.43999999999
Kildeer,Muni,Lake,2007,100171.54
Kildeer,Muni,Lake,2008,102561.92
Kildeer,Muni,Lake,2009,107328.03
Kildeer,Muni,Lake,2010,105039.08
Kildeer,Muni,Lake,2011,104971.26
Kildeer,Muni,Lake,2012,98260.01
Kildeer,Muni,Lake,2013,95694.81
Kildeer,Muni,Lake,2014,98940.07
Kildeer,Muni,Lake,2015,93538.83
Kildeer,Muni,Lake,2016,101832.08
Kildeer,Muni,Lake,2017,101754.16
Kildeer,Muni,Lake,2018,101538.04
Kildeer,Muni,Lake,2019,100086.20999999999
Kildeer,Muni,Lake,2020,149944.04
Kildeer,Muni,Lake,2021,149450.18
Kincaid,Muni,Christian,2005,41647.92
Kincaid,Muni,Christian,2006,41735.450000000004
Kincaid,Muni,Christian,2007,41718.840000000004
Kincaid,Muni,Christian,2008,40028.729999999996
Kincaid,Muni,Christian,2009,37017.64
Kincaid,Muni,Christian,2010,36228.18
Kincaid,Muni,Christian,2011,36204.78
Kincaid,Muni,Christian,2012,37268.46
Kincaid,Muni,Christian,2013,36295.56
Kincaid,Muni,Christian,2014,37526.41
Kincaid,Muni,Christian,2015,35477.82
Kincaid,Muni,Christian,2016,38623.310000000005
Kincaid,Muni,Christian,2017,38593.77
Kincaid,Muni,Christian,2018,38511.77
Kincaid,Muni,Christian,2019,37961.13
Kincaid,Muni,Christian,2020,56871.43
Kincaid,Muni,Christian,2021,56684.08
Kinderhook,Twp,Pike,2005,62504.49
Kinderhook,Twp,Pike,2006,63047.52
Kinderhook,Twp,Pike,2007,63672.350000000006
Kinderhook,Twp,Pike,2008,61639.27
Kinderhook,Twp,Pike,2009,57500.44
Kinderhook,Twp,Pike,2010,57087.2
Kinderhook,Twp,Pike,2011,57740.83
Kinderhook,Twp,Pike,2012,57048.51
Kinderhook,Twp,Pike,2013,55592.13
Kinderhook,Twp,Pike,2014,57512.87
Kinderhook,Twp,Pike,2015,54439.05
Kinderhook,Twp,Pike,2016,59453.04
Kinderhook,Twp,Pike,2017,59379.729999999996
Kinderhook,Twp,Pike,2018,59486.02
Kinderhook,Twp,Pike,2019,58823.43
Kinderhook,Twp,Pike,2020,88133.63
Kinderhook,Twp,Pike,2021,87806
Kinderhook,Muni,Pike,2005,7196.610000000001
Kinderhook,Muni,Pike,2006,7211.75
Kinderhook,Muni,Pike,2007,7208.87
Kinderhook,Muni,Pike,2008,6916.83
Kinderhook,Muni,Pike,2009,6396.49
Kinderhook,Muni,Pike,2010,6260.1
Kinderhook,Muni,Pike,2011,6256.07
Kinderhook,Muni,Pike,2012,5348.820000000001
Kinderhook,Muni,Pike,2013,5209.18
Kinderhook,Muni,Pike,2014,5385.85
Kinderhook,Muni,Pike,2015,5091.85
Kinderhook,Muni,Pike,2016,5543.28
Kinderhook,Muni,Pike,2017,5539.04
Kinderhook,Muni,Pike,2018,5527.2699999999995
Kinderhook,Muni,Pike,2019,5448.25
Kinderhook,Muni,Pike,2020,8162.28
Kinderhook,Muni,Pike,2021,8135.37
King,Twp,Christian,2005,94696.9
King,Twp,Christian,2006,95519.62000000001
King,Twp,Christian,2007,96461.45999999999
King,Twp,Christian,2008,93371.98999999999
King,Twp,Christian,2009,87082.33
King,Twp,Christian,2010,85622.76
King,Twp,Christian,2011,85629.77
King,Twp,Christian,2012,83109.66
King,Twp,Christian,2013,80989.18000000001
King,Twp,Christian,2014,83787.43
King,Twp,Christian,2015,79309.3
King,Twp,Christian,2016,86541.31
King,Twp,Christian,2017,86355.68000000001
King,Twp,Christian,2018,86437.73999999999
King,Twp,Christian,2019,85237.81
King,Twp,Christian,2020,127689.28
King,Twp,Christian,2021,127214.67000000001
Kingston,Twp,DeKalb,2005,56631.659999999996
Kingston,Twp,DeKalb,2006,57760.06
Kingston,Twp,DeKalb,2007,58332.48
Kingston,Twp,DeKalb,2008,56475.54
Kingston,Twp,DeKalb,2009,52691.259999999995
Kingston,Twp,DeKalb,2010,51813.06
Kingston,Twp,DeKalb,2011,52094.87
Kingston,Twp,DeKalb,2012,50582.58
Kingston,Twp,DeKalb,2013,49291.37
Kingston,Twp,DeKalb,2014,50994.51
Kingston,Twp,DeKalb,2015,48269.07
Kingston,Twp,DeKalb,2016,52670.59
Kingston,Twp,DeKalb,2017,52557.719999999994
Kingston,Twp,DeKalb,2018,52623.5
Kingston,Twp,DeKalb,2019,51963.75
Kingston,Twp,DeKalb,2020,77852.04
Kingston,Twp,DeKalb,2021,77541.39
Kingston,Muni,DeKalb,2005,28324.07
Kingston,Muni,DeKalb,2006,28383.62
Kingston,Muni,DeKalb,2007,28372.3
Kingston,Muni,DeKalb,2008,27222.88
Kingston,Muni,DeKalb,2009,25175.07
Kingston,Muni,DeKalb,2010,24638.149999999998
Kingston,Muni,DeKalb,2011,24622.3
Kingston,Muni,DeKalb,2012,28824.260000000002
Kingston,Muni,DeKalb,2013,28071.77
Kingston,Muni,DeKalb,2014,29023.75
Kingston,Muni,DeKalb,2015,27439.309999999998
Kingston,Muni,DeKalb,2016,29872.12
Kingston,Muni,DeKalb,2017,29849.25
Kingston,Muni,DeKalb,2018,29785.86
Kingston,Muni,DeKalb,2019,29359.97
Kingston,Muni,DeKalb,2020,43985.619999999995
Kingston,Muni,DeKalb,2021,43840.75
Kingston Mines,Muni,Peoria,2005,7485.660000000001
Kingston Mines,Muni,Peoria,2006,7501.39
Kingston Mines,Muni,Peoria,2007,7498.39
Kingston Mines,Muni,Peoria,2008,7194.620000000001
Kingston Mines,Muni,Peoria,2009,6653.42
Kingston Mines,Muni,Peoria,2010,6511.48
Kingston Mines,Muni,Peoria,2011,6507.31
Kingston Mines,Muni,Peoria,2012,7478.46
Kingston Mines,Muni,Peoria,2013,7283.22
Kingston Mines,Muni,Peoria,2014,7530.21
Kingston Mines,Muni,Peoria,2015,7119.14
Kingston Mines,Muni,Peoria,2016,7750.320000000001
Kingston Mines,Muni,Peoria,2017,7744.39
Kingston Mines,Muni,Peoria,2018,7727.929999999999
Kingston Mines,Muni,Peoria,2019,7617.44
Kingston Mines,Muni,Peoria,2020,11412.09
Kingston Mines,Muni,Peoria,2021,11374.48
Kinkaid,Twp,Jackson,2005,23571.24
Kinkaid,Twp,Jackson,2006,23731.4
Kinkaid,Twp,Jackson,2007,23797.34
Kinkaid,Twp,Jackson,2008,23044.38
Kinkaid,Twp,Jackson,2009,21503.7
Kinkaid,Twp,Jackson,2010,21141.4
Kinkaid,Twp,Jackson,2011,21136.780000000002
Kinkaid,Twp,Jackson,2012,20417.609999999997
Kinkaid,Twp,Jackson,2013,19864.22
Kinkaid,Twp,Jackson,2014,20550.609999999997
Kinkaid,Twp,Jackson,2015,19452.23
Kinkaid,Twp,Jackson,2016,21225.88
Kinkaid,Twp,Jackson,2017,21180.21
Kinkaid,Twp,Jackson,2018,21206.55
Kinkaid,Twp,Jackson,2019,20940.54
Kinkaid,Twp,Jackson,2020,31374.62
Kinkaid,Twp,Jackson,2021,31257.940000000002
Kinmundy,Twp,Marion,2005,82161.78
Kinmundy,Twp,Marion,2006,82875.64
Kinmundy,Twp,Marion,2007,83696.90999999999
Kinmundy,Twp,Marion,2008,81024.45
Kinmundy,Twp,Marion,2009,75584
Kinmundy,Twp,Marion,2010,74328.87000000001
Kinmundy,Twp,Marion,2011,74339.63
Kinmundy,Twp,Marion,2012,72145.56
Kinmundy,Twp,Marion,2013,70303.76
Kinmundy,Twp,Marion,2014,72732.81
Kinmundy,Twp,Marion,2015,68845.5
Kinmundy,Twp,Marion,2016,75119.35
Kinmundy,Twp,Marion,2017,74949.20999999999
Kinmundy,Twp,Marion,2018,75042.34
Kinmundy,Twp,Marion,2019,74101.06
Kinmundy,Twp,Marion,2020,111023.72
Kinmundy,Twp,Marion,2021,110611.03
Kinmundy,Muni,Marion,2005,25780.66
Kinmundy,Muni,Marion,2006,25834.84
Kinmundy,Muni,Marion,2007,25824.57
Kinmundy,Muni,Marion,2008,24778.34
Kinmundy,Muni,Marion,2009,22914.45
Kinmundy,Muni,Marion,2010,22425.79
Kinmundy,Muni,Marion,2011,22411.260000000002
Kinmundy,Muni,Marion,2012,19711.440000000002
Kinmundy,Muni,Marion,2013,19196.84
Kinmundy,Muni,Marion,2014,19847.85
Kinmundy,Muni,Marion,2015,18764.34
Kinmundy,Muni,Marion,2016,20428.03
Kinmundy,Muni,Marion,2017,20412.38
Kinmundy,Muni,Marion,2018,20369.02
Kinmundy,Muni,Marion,2019,20077.780000000002
Kinmundy,Muni,Marion,2020,30079.49
Kinmundy,Muni,Marion,2021,29980.43
Kinsman,Muni,Grundy,2005,3150.3100000000004
Kinsman,Muni,Grundy,2006,3156.9500000000003
Kinsman,Muni,Grundy,2007,3155.68
Kinsman,Muni,Grundy,2008,3027.82
Kinsman,Muni,Grundy,2009,2800.08
Kinsman,Muni,Grundy,2010,2740.3700000000003
Kinsman,Muni,Grundy,2011,2738.59
Kinsman,Muni,Grundy,2012,2451.53
Kinsman,Muni,Grundy,2013,2387.54
Kinsman,Muni,Grundy,2014,2468.51
Kinsman,Muni,Grundy,2015,2333.75
Kinsman,Muni,Grundy,2016,2540.68
Kinsman,Muni,Grundy,2017,2538.75
Kinsman,Muni,Grundy,2018,2533.34
Kinsman,Muni,Grundy,2019,2497.12
Kinsman,Muni,Grundy,2020,3741.03
Kinsman,Muni,Grundy,2021,3728.71
Kirkland,Muni,DeKalb,2005,33699.87
Kirkland,Muni,DeKalb,2006,33770.65
Kirkland,Muni,DeKalb,2007,41204.43
Kirkland,Muni,DeKalb,2008,49584.5
Kirkland,Muni,DeKalb,2009,45854.6
Kirkland,Muni,DeKalb,2010,44876.7
Kirkland,Muni,DeKalb,2011,44847.7
Kirkland,Muni,DeKalb,2012,43186.840000000004
Kirkland,Muni,DeKalb,2013,42059.42
Kirkland,Muni,DeKalb,2014,43485.75
Kirkland,Muni,DeKalb,2015,41111.83
Kirkland,Muni,DeKalb,2016,44756.840000000004
Kirkland,Muni,DeKalb,2017,44722.59
Kirkland,Muni,DeKalb,2018,44627.61
Kirkland,Muni,DeKalb,2019,43989.5
Kirkland,Muni,DeKalb,2020,65902.82
Kirkland,Muni,DeKalb,2021,65685.75
Kirkwood,Muni,Warren,2005,22948.260000000002
Kirkwood,Muni,Warren,2006,22996.5
Kirkwood,Muni,Warren,2007,22987.37
Kirkwood,Muni,Warren,2008,22056.07
Kirkwood,Muni,Warren,2009,20396.940000000002
Kirkwood,Muni,Warren,2010,19961.920000000002
Kirkwood,Muni,Warren,2011,19949.06
Kirkwood,Muni,Warren,2012,17680.85
Kirkwood,Muni,Warren,2013,17219.280000000002
Kirkwood,Muni,Warren,2014,17803.23
Kirkwood,Muni,Warren,2015,16831.34
